digest,character,resources,first_resource,first_slot
511648c02b8d3596a4f37855d05511c8436f7834,好,48,33,101
5148831c1cf8f9173a6eb01a903430bed132aff2,繰,5,51,177
5149f52709f8cb432e31948db3b159510327bee5,は,107,10,18
514ef5e9adc28d15ae656ab0f2815b4413e6ccb1,像,6,641,542
518e257213299a28141f590282c164177b8159b4,創,6,29,316
51a2c672b44e2dc94ba3dbe21cd1ce562fd08ce7,止,32,33,192
51a582cb6d3ca7201143878f5660785477efa526,請,1,650,1295
51c8a15de820ceaedeb35dbe8537cb0332e93c10,『,27,39,902
51f8d297dc02cbf0bb02c43ceb9dab9b13c1ccf8,床,1,650,1245
520ba90c5f1eb8a1933061a5d7b9a408e2353a80,覇,8,29,255
521c88ce85e8fb354c1d3d8ccbdaafddd5bc66b4,建,6,29,167
5220608495b1acf1ff38a64d0cddf0682c21046b,溺,1,650,1279
524aaf1e6c9a4fbc95e138e2f1d1831416173d2d,お,24,39,282
524b3f361fa9cdfd44ad59ae1be55a68efed7914,乗,9,35,329
5279938a1fe5bbd595a14fa1829772ef2acd76a2,下,54,33,249
5288e8f560af64f515cac2052c5e1966a8bffaaf,婚,1,650,1062
528fe533dd7ba5dae7ac917094b7de0fbbc5da8a,仰,43,39,651
5294842c9af6785ac19000894072b4287466a00d,形,23,39,742
52ad099ada12453ad8502512b9ea80df5d6d446c,周,5,225,58
52b6d284c156aa4842b4ce49383a7ff97543b446,に,2,10,293
52cadd37f32f4782448a5a3f0acbe1171df7ac7e,待,64,35,26
52d4240428c0a7e6ca591854587bc98a5adcf833,根,23,39,662
52e59498a0e10d03f872ec3d026749a9eb697552,季,1,650,1257
52f5e4e9f702011f189eb642b9036f7aef1ea3bb,届,29,37,130
52fb6aa38c9292c0c63ab3b0c8736eb751f470f0,隔,3,29,289
52fcb17e4aa7615e19959c2763f6ad9c46d11c36,か,183,24,75
5318d27cd0454ae02d989a03c50bb2e0a4694e75,胸,1,650,1002
5320193ce69de8ec6d7535f6a53217146dafa623,禁,4,647,683
5329d37467345c8a4d828d06ff2b7e1fe2b9a59f,武,28,39,648
537a7864555eac681ae2287b2471aee79665da59,嫁,1,650,1217
53940ecd8a8f6a9e8dd133bb6a3fb8ef5de30ccc,邪,4,641,638
53a151d73b5acca7ce4c0b0b452be2e22ce612ba,所,54,35,183
53a1531298c8072329d0eed08d8b76b7ca52527a,I,4,643,104
53f3e8d4bf8c290854fd49887840bf6195dcb1dd,着,31,35,250
53fe2885377f02d397f1fc4347d1250e8e2b9ef1,杖,10,137,185
53ffb1ac0a16341c619cd577e5e47e87911b476a,え,99,10,13
540f2dfcc833b5090afc4485e2917ea4638d788c,白,8,35,236
544bbb479faebcb83e1142ab995bcb65a6984710,的,27,39,641
5484aff00424af999a0f9ca845766395198ff78d,詩,7,51,204
548dc7d1200a07aaa6f829b8eb8f6919d520b2d8,祈,27,39,654
54d8b53ed20d18de5672a5ee3bdadbe345cd5609,未,6,641,996
54e3d442737ff7e0b77ecdb4e79c05ea66059bc4,言,17,47,217
54e7da8f537e6290f9fbe39f4bbdebeb5643a09a,呼,60,39,681
54f5707b376d4a080130168e9d82b8e806d7c81b,う,168,24,67
54fc6eb3817b256e63a5f59cf0e36a8ca9ad0261,逃,15,10,262
550889ab7502dc9205b6b5cc745b10a441ef06de,系,9,47,141
55232ce0c5a63d9539f01b1c96f42004a74e0559,下,53,29,130
553a8ca3ceb0b247d77196a29c186d1147ad2a56,9,113,39,29
55461ce122ec787c4275ca38b993ab6d724f0d85,吹,7,641,1027
55616da1175e56b04d3e462afe6749163e1f6707,郎,22,39,302
55865295622a03b75f46b65b0f257158350b0813,姿,7,47,214
55899a93cde68605c0c6ba1b66251cffa8606b63,り,146,10,11
55a49201ae4b1549b0aabcb131b451122e86d19c,快,22,39,559
55d4c587023337047966e60218b71cc340a2db4e,近,52,35,149
55dcc2212c75a8947b5b2c6dc1bf933923c35887,瘴,4,29,116
56209424da4aa70668a7ab67d2dbd432ee3d3909,瞬,8,641,228
563891f6d9edefdbfa7d60e272ffea45af293f2a,く,153,33,63
56588ca10303a06d5cfab42a8c0cb5e05eacfbcf,唱,2,647,748
568732ec8fdd4e754f5ff705e244da931a4e132e,記,29,39,899
56be31999d523b43994520be6c1b6d56a85cbca4,嬉,24,39,506
56ca4436b9820a3a2a05356ebc6ae2baf36805ec,銅,6,641,370
56cbc638c1effdcc1a8f0dab96a7232ad1ad8b75,ハ,39,39,499
56df588bc2bfa865bd113eb36fd1216d85b09c6a,振,42,39,792
57135b7f5f3bd9b6bbba64d6f56fb72371b70a90,へ,1,10,284
571d7f440dcf67e830e5eb72c06ee7ad867d5f8d,影,12,49,1253
57793d71b85674be16a2174e243adfc9c188ff29,純,10,49,234
57a69f7bfad1719f2256d26d6059008c0f0e1c80,m,1,650,1229
57c5b284c866b616ad4f6e198d96d84319bba879,村,27,39,71
57fcabd6908760a3f243be6b4483e8237e0e4891,様,80,10,291
5808e45267cc22654a44862c933eb0a6250160d1,だ,1,10,246
580b35a8e5317671feba07c34d0ce22e20079ad2,っ,48,10,67
582f6b8397fd56ecc80f7655a1cd26fac8b4df8b,環,3,10,152
584281140563958d9bd990145afc5b988d4da921,ズ,43,39,326
58511aedddb41032b157db4d946bf242a5565e6c,処,8,29,320
58592d01762928f9a11cd780120bed7c458a1a90,貫,6,641,418
586503991d1ec95c6bd7d106a50d02229511424d,匠,4,641,805
5886284c368b8a271af349a49219f0aa0c709c6e,遊,2,29,317
58977f517bb12218ad50f533f748bd26053aa0e1,書,25,35,253
58a02ef423912d66e576180a8f88779e52f0be3b,可,23,49,161
58e8a1fbf298c3fc220573f769e89454b412ad5b,仲,104,49,17
59219be8c3b2b3855d58256b237fa77b93f7e099,衝,2,647,564
595ec8d211ae9da2918a77fd7f8a91ea51f32afc,奴,33,33,90
599282eba343e34f71179669f056b48e576e8ed9,筋,2,647,658
59af64cbe4a2275800518e590eb1bb2d9c80f2b7,T,56,39,15
59b3b7c9ba65a6ff698e50e80566ddfb8eedea6b,蛛,7,291,28
59bdb736c5600ff8b9268bb84f447815d0391773,ザ,42,39,592
59e657c74b5a5ce8863a8b6109c40a7df62ccc57,メ,1,10,274
59fec76b2ad5f976feed42dee6984172a7473908,四,9,105,236
5a02aa5cd1f48a8657d2d4d9b0bfa574836dd431,徐,1,650,995
5a05800094244a7eeddbbe25f47afa00cf12feb1,素,12,29,180
5a1618d0812405d2d35a288e0b8ed94417a5fca4,崩,12,79,335
5a2668a366a19c7dc5d345fefab4f0341b7b05d1,泳,1,650,956
5a26fb766274d4789cfc9ef55e57f879b361f33d,敵,39,33,217
5a2a3270a057b98456a9f072b9524d31e7e05165,小,28,39,164
5a77c8e1e100727a09f2767274d011c50765498e,姫,23,39,895
5a87d81bfa3eaf92d488fb72abbefd208cbc7dfc,応,9,10,52
5a8962769f2e172b79cd9228c2e758ab59194925,T,7,643,95
5ae1c74906aa01b41b84b154624ae16fcdeaf87c,入,49,33,178
5ae7da8350e082ca3fec7c41c47d839a81f5d145,例,10,43,361
5b1bef119e371574661845eeb38b9e0b9209a4cd,力,22,10,161
5b1f6db3bf50840b0f3db4f81ac497c8958ada99,巡,5,53,94
5b23fa08a5a329c64bab31a95f6caa36579a944f,戦,86,33,200
5b3b6dace62caf8be9eee52ab995a9375359a766,一,115,33,140
5b4a0bdec348a195c395c9b7efe5c975ddfb3225,境,23,39,807
5b614a544035ed336bb8264b404e8e69ae8da469,喚,5,1197,141
5b6f004780f5847e5102ea3cd9103120997727f4,治,28,33,172
5b7aa0e20c2d6382fb74387f119e966e21f2bbcb,招,1,650,1284
5b7ad71c074fdb88b711f91905baa5e7e26dee3d,ど,16,29,191
5b9b1d409defac48f654346d7aa9e05d4ca88d0f,適,25,79,255
5b9eae3b10d6b8ecb8dbcd7ee8c5eb94fd13d8b4,置,16,127,222
5bc2b8f97ec69508a5992d540bb5827ec905930d,妃,11,35,270
5bd1029057dc70bdf90f9ed70c38db107420baf7,越,1,650,1075
5bd2a1d60fc5c61d981ff576af247abb2b68a29c,整,2,650,1160
5be4a0eaf5529a5017c643b7a3e93ac09c55281b,と,1,10,300
5c2c87db687c17d56f0a41c92138695843409eb8,体,25,24,105
5c4764901502c3a7f2dfce5646a620cac8a5018e,反,8,641,685
5c4ab6fcfa887e41862fa420493bed92302f9186,五,7,107,340
5c867a13f4f74783c4c45b58672f3f7e8dbfdbff,懸,22,39,398
5c89757afbb36ababe572d653091e017a2326b57,』,27,39,903
5c8e9e58e3d3e2bda63f9b2f97d9d0980ce262a3,楽,52,33,293
5c906c43320039aa98df9d4e124a514e2144636e,能,24,49,162
5ca0df5bd898ecbc7e3364b8b67dc3a482f8ea7a,や,7,89,380
5cafabdfb512957d8e6cb5f2364ef80ab4020a14,差,5,10,127
5cdc28801e665ecc29eefcdb3de3d01d096368af,い,187,24,60
5ce1082be810d897d56e9f34a69e208f37e844f4,色,31,39,525
5d0315a7d4d0d0b4796f6d025b5fe96f7e4aadab,海,32,33,95
5d3dc1503c28a3bce5e43afd42c0868d54018ba4,序,6,641,492
5d4214b923455165609d0c28223fb613764d8018,T,1,10,198
5d549ee0af764223799a4b94b841be8441292454,語,5,641,925
5d5c93222a00cb87961b48153ad46a0f7a2e8053,1,4,645,18
5d736437f337904ff289f240fe5385ffc5759462,保,7,245,38
5da2c9fcbce3641d8ec27fcf7277f43d3ddde3e5,縛,23,39,548
5dc0531fd80c2e238615c29e6733a6122016f424,勝,11,49,1202
5dc8db9abf2d7241e34c82ed28c137e35a191be8,階,9,49,1205
5dd065f5feae030eb68a85094b057807b25125df,マ,55,39,324
5dfa55a079cf8a07e366a86be31cacfa42dec664,状,15,31,35
5e00a46ce99d130d666e243fbdba9fffa8cb46c1,菜,7,81,296
5e3ccf57fe553e48a02606f7c4e952a539e1ccf5,会,10,37,1
5e4db0f7a1492e64fab7ce22b52cfa32eb58dc62,…,12,47,144
5e56f8ccc08f3b0427b7dcdd03d561504941353d,叩,5,641,701
5e589645ff1d1a737fed3cebe3d236313e9f3000,勲,1,650,1122
5e67f3de345f5567d9c5fde43d54272bd43d2213,喚,2,647,692
5e67f65840762ba8f389db510203b7c4163ab179,百,1,650,1070
5e9240df86389ec9524ecdba711bf5482cd86dbf,ノ,39,33,287
5f1fe7605f412f98dfeedcdef68963d299db8d6a,刃,5,641,609
5f65652b6a8d9ba886114c5a9e3545276f5c1e1b,案,7,99,154
5f749730de29f943c368eb378f7ca15047966b18,づ,7,51,200
5f9e613125d224f657bff47077c6e2dc40e4149e,安,63,10,296
5fd782b2728d0d9f8db7234fcf039bf098379392,咎,7,641,195
5ff7323b759fa55a481b0e97d5831ae31c62e677,最,52,33,203
600757aae88afd3a453aa45ea399eeda5f2fda54,モ,46,35,160
604d7112f7a7a28c38b6d7accd393ce4fc8f5c87,閉,30,33,198
6064bd743c46830586246392cdf4d23cce9afca7,符,12,39,955
60a0aef093e45a9d2380c9bd408fea50280abb4f,承,1,650,962
60b0a07cd48427621ba334990c5c9f97e769d5ec,ん,1,10,245
60b389fc8672e83efab2467a3fe0f4b18e3c6050,漠,13,29,70
60c231b3475f3682eccec8168370adfcfe94427d,唯,2,29,279
60dd762e2667ac585d60b1dfefec58d2c628a798,ぇ,61,39,433
60dd9220c5d6349b276a1cbec52653135c010b27,べ,37,24,7
61087a9dbf6ea67ff819634d85f9759c7d650b6e,殲,1,650,943
610e1afdf61649db1bac8631496d2b9141d8c11c,史,2,75,92
6113280e5a185395d371a639edc2718959f9759c,良,12,43,332
611c218454d0ee9d64c67263907b4f18378ded77,常,17,10,73
6137fc12ac8a057a16b7ed4fae90ca90e126884b,利,42,35,190
614fcad8f6c036faf0f736bda3dea63a57003d27,妹,3,75,157
61d250c41dafb9cbaffb35f4aad99e5b658e917f,取,15,10,100
61d860c30151074646f0dbece460f355f689dea1,へ,66,24,1
61f3100619e7b6e2e6807db080701da59f066e45,章,6,641,512
61ff81e829291b86b9429c16d637211cd647e2be,怪,26,33,218
62090fbba79b0f05a46ccb64a20e383cb6b239f1,良,64,33,305
621a188efa5999aa076b69b9d3c7cdaa1187ec93,探,5,49,209
6238ce9916ddbbcae42699c4ed41699c089dc8d2,竜,50,29,50
625a35a5a0d9997802164cbe42a8f96c7a917766,ク,194,24,112
62baa7cd1fe4be492fda2b57abe1f683754587ea,ひ,7,81,291
62cac5fe8cea8e3614d26ee8f29cc0721c88290a,甲,7,95,206
631982ece39702bb54929193d751334b140f73f9,ュ,119,24,97
6322413399ff44c0fe4d1be3471f9f35465aac39,u,1,10,201
632bbf6a8457edac9388e6a6af7bae8ea9d88518,毒,23,39,913
63379b2bcc773c5b4ae951e5d75015f2905b1cdd,こ,1,10,266
633f44c845ca34884952b39594823cd8f657331e,令,1,650,1008
635b1582cf9385a7b665ce89c6236c41ab2f76c5,高,13,29,165
6365ff5e0d9cd28e4fb59ee6fb9afa3108a03273,芸,1,650,1223
636f639af1b2ea2f9215bc47629b4734c8b550f1,屋,29,39,619
63a9d06a8abc6addb7a11ba397d999d13f05df62,争,4,47,190
63caf7ff659e98695fc9f2594db91ad283b310bd,制,12,29,143
63e56210221a3aa0f086f9a1f769922a506dd445,蒼,24,29,22
63eba1481bc04e262061f24010f49630daf97eb9,t,1,10,193
64095e4755b5fc608ccac7d9c064f914a8243f7e,穣,1,650,1011
64155d83d88c1ee12b21dc7ed8df9f9d1e4fe5f0,黒,9,43,181
641d66f5918c4bd1e8e76482f82ac3f96c1f3b83,欠,22,39,361
64268dabf78063582ffd73481c8a4b1d0578217f,劇,1,650,993
64446362118524958b487f0327b227b37af74d2d,る,3,10,226
64462ed33c1c6bc0ed34e951cc2b5c35f3af6731,資,2,29,95
644b89bb3ff39414f036a8b8b74e124d1b6c60c8,集,30,39,303
6456be2e695432c115085f9cede4c81c8d41cb8b,告,5,641,770
648c73518019912311102f31be80ad60f6f1e4c2,者,46,29,160
64d32e2a76af5785ba32cb7756e65e5c2f0e2229,赦,1,650,942
64d67eb9deda462986c247c869e0f1031ba62f73,兵,24,33,99
64d938926942d57112f34cfdcec209c5b3f031dd,深,7,77,142
650f269972a62feba3a00a2d2780cea0b85f36f9,o,2,10,32
653f63e6f3f155027d588aa01b2c3b4a8b9b34e6,戯,4,29,318
655f3f603617487449d9229d2d387fc72f81a884,財,1,650,945
658ec4385d87e8c3316b0ba7df82289d7c01eba9,め,34,43,258
6599f5a6bfbf8f664967a49eaf7796854fe2d8d2,墓,10,29,71
65b386071ab3d25a7ecf96c63720fce1d595e1b9,仇,1,650,1142
65c02d8bcef669dfdb976f7d128ba83a2e49c81f,産,23,39,815
65e6af1e0b751cace96e20849cc370388eea30e0,徒,4,641,1031
65eafe7e2ecbebbe297bd1bbdc5f1e1c772d97d2,似,4,641,986
661322295065e436c29fce27c75f34458df648be,電,11,31,64
6623fa431e9acc05cc475c2091b5b7ebb1809b68,連,59,33,159
6631ca50f6648feb6b3a9a13b06cba1bcd2d6cb9,祭,6,641,482
6645f3f3dd4b09894f683d387fc00ba63c96dd3d,故,6,75,153
664ccaff654628fe8b0b9d28ea13f7c81dc59a26,護,23,24,42
66baa07956c2dad1261c6d75dd01d7627fa01fb4,争,39,33,201
66e45d65524010a1ab710369d55cd769f1157cf4,理,12,49,1241
671203cd3f8477364723722a1eec5c39f1839d2e,吸,8,641,427
67174fb6530753abbb1cf73516c64dea8e0391cb,立,64,33,275
6733f9d9e333871f27ad99e0be561426cdfef24d,賊,9,543,25
6763eb2f53dfa922da89f538536e89cea0f4b0eb,哀,23,39,723
676d1b6178521444feae4308fb4f556988048d84,塊,8,641,395
6785d5eae6f7950d193d297b257e63dd0074c82a,用,44,39,311
679a8fd1fe885173d0bd65ba13e179b35bc324d0,リ,221,10,133
67c26517e66d6748346578271dbf9fe65c2be5de,鉄,8,29,207
67c2ceea0e4a209a61b3f6e3260aa26420c11f52,ェ,58,35,162
67e1ac663cb63956b54baf722f1b39eefcf91b4e,厭,1,650,1000
6809b6c888722264a7593b41beb0e6ecd20ded5d,痺,9,49,132
6849a316d9282afdcfee1580741876aee8d7956a,き,147,24,87
68534a80af3ed941c98194ac8c2ac7d62396d8d2,器,36,39,493
6854daa2060906d1a0f69ddd44f9ef7b28065f6a,抵,3,648,461
68792f94799feb778a50a1fec31e30c0264b4db6,一,26,10,81
687d36f2ae6fc0ba4f4ce6f4a49852016f8288d5,z,1,10,222
68a0394f748af16b2b0b9727671fb27b20912bd8,ゴ,85,81,324
68ca368ea5cd5a5a2c8377dad88e12167be5170f,女,90,35,324
68d5ee61e876efd3beb3a45032ff928fb318b6ce,が,136,10,57
68dad03413f3232a9326630216cad567e1b1bcc2,聖,25,39,607
68ffc5d96f3ffa6c848276e89078e3e06a8a6ebf,相,46,33,210
6927c3871da8b013fa4c0f8ceb6bf6bf9dcdad4f,序,2,1237,96
69339dcab4bd7e6d64865d06f8941ffef365b4d7,忍,1,650,1255
697c53292e2d8805278e67530794aae6513550de,海,8,29,124
69841ad96875828016c5210c4e7d8170bc25ba0e,潰,8,33,125
699fbccd8ff4ee9a85b68abcd7afd55fbadb61af,い,1,10,235
69a3d18f866a245b16ef5b735477dfe844fe073b,：,14,10,21
69c014ae0236effa5c7c9a07815b75e279595993,膜,6,641,354
69e34b61e8f68f1d637fe7bc3d359f17399ea5a5,足,14,10,151
69e4e11bfa41dd66c06769d3cabc7d2936d73bda,打,7,641,620
6a02e7f0783124936e45e99f1d19f2d4d3a2c693,態,15,31,36
6a0cc0f9c7f7e55478e58cdb139d21b1abd77d7e,蛆,6,641,463
6a1eff2499126a4e6077d064a05df91303d04e7e,連,12,49,221
6a25bc2286448596becc9537f29b167902c328d4,膝,1,650,1014
6a2a43ec396f00126a3cd0a841693fe0a2dcb200,場,51,33,208
6a47ab1d19e8e52ebd7ac54b21ada71e97901eeb,残,48,33,307
6a7da728e8be1090771364275c76fc7d1358fe21,べ,49,33,83
6a989d15c85f2679e777b72d7d1ad3ecff3af6e4,救,50,39,925
6af3c431bfbc229770e787f2f70dbdf3247785e4,舞,6,135,19
6b1d252cbf5e3654c330ff75dc2b58b9d56e530f,紅,7,375,3
6b848598d6f729e8e9a92b5c3815e34b9439a0e6,由,25,33,301
6c283b5f6394d79c013b848e016e779bf173528e,妄,15,29,11
6c2a1592f22f53d49a3bedfdd0a36c261a22ea45,陣,9,131,82
6c2be49ad65eb65c0d3d5c29613cce1957d54f64,務,1,650,1174
6c3989c707b161d786ead68f4566a59b16227b80,ふ,82,37,169
6c4c207e6dc3dca78b6dd90b072dad582e6ccd53,独,23,39,258
6c4e74b34b81c8c794534f2e4d1738a92d94dc02,結,10,29,228
6c5dacf3e2193d9662a20203eee02abca7a71633,救,1,650,916
6c70af25fa4de7ceee6d229b70ad2aa18f0f5e46,雹,6,641,415
6c84b09c036455cfbd09f7de069e0f43274b0b5a,証,23,10,299
6c99d212a906b02e98f12cafc1d06b09e3ed0317,P,13,49,171
6cbee1325dbb58a841c1122537751c2477c5266c,ナ,138,10,167
6cd0b810eb6fda06a6c5c0baee36fe75d60448a9,急,2,647,648
6cde0fce3d3cf9f825a86d1834c7e4c7cab839ae,父,38,35,272
6ce2cd02f79a5d4ed7069fa6182d4ece9558e1ea,々,56,33,280
6d13714a60c16bf23a882ae0328d3d73de90f485,握,4,641,656
6d1c1514408cada4d4ac484db2c34be07f8a8498,服,21,39,463
6d37100658851b90fc52a977ffe04bc67fd9547d,活,29,33,291
6d419a255e58c429f8e097081ca98794aaf44292,霊,66,29,55
6d7b40f2fbf929d05145b6a6868391f185a62cda,今,108,33,185
6db0129e993d004e334bb9a2ea99659c18c2da48,？,82,33,33
6df8f75babd32fba60b15313b6241873ff3059f1,造,30,39,762
6e11f409d067e18efc2f6dd7d9408b4bdbf3d527,夜,8,29,112
6e78da545779dd3023310c93b3515e702d38ae06,怖,4,641,738
6eb7300e76e835a90bc456286816eaf10c465226,砂,13,29,69
6ebd9b9cdd046d6a09234ebb5dea1521c9265588,ニ,33,35,306
6ee62fbf4b2a143a91285937ee2b71c34333560c,封,42,24,106
6ee6ad92f2656d68a26a514a1962228ece611bd9,成,7,43,262
6f02723e3762abaed506c94a331137606ddae052,声,6,37,136
6f5d8c2bec38d862837e9f992256840441dc5f04,殴,3,645,1256
6f802a29013b1d759cb996defd9b7049ca1ce158,加,30,39,211
6f9087f15199e2dda334bece55880a7e92ff46ca,ペ,90,43,216
6f94ece29f60d6fb4f282e799a888d0dc84a8c96,E,1,10,212
6fb73470c12f502280ef342260ac4be9651873a1,都,24,39,939
6fb9aa1d073f93f03a775a8e6a99947db7e214db,ソ,18,33,78
6fca9d5015d8c66092924eadb12726e6420ffe4f,談,7,79,312
6fd13c9346f9f4febcb3f9c861b2eee6a40e4086,危,5,641,769
6fe853ac9b82daa90d6d529260d3338f4cd3fb16,2,5,645,19
7001c4e53ebbd93f102e0df7d099d905b3f6d53f,耳,6,641,356
70307f6f5e253575969064ebf98fd8dc0a48bd1a,媒,4,641,877
70941ddf93a9ba5b7aeb3fdd99e504187b835a9a,難,5,31,29
70a01fb9a6c6b3a21b7844afa12e7d5122fb9a1b,才,1,650,1280
70cfb55933a25e3389094b20749a090d36826d6b,疾,6,641,577
7114f7590284d3b5672ccc79863069b0adeb7698,執,16,29,12
711e920fb50bb5d64ff987032cb432e219d89b91,帰,1,650,1079
71318064f723cbffe8c78b091e98b4a35a6d6433,頃,1,650,989
7139862f2e2adc5ddf21014fe763df787c051ea2,返,36,39,195
71413085596cd69ab53d4047ffecd40597509da4,実,13,49,53
71481674a3e5f956f01bb558eb8a43af5fdf52bf,鋏,6,641,431
715482069a6f791bcb2d5b010203cafd648dba9c,暴,5,131,59
715acfd4551ca14f12d3e2bc520e5d1907444994,不,65,33,314
7163b5551a09aff10eba4d4430286b259c4f4383,確,40,33,257
7174dd85bdfdece7ab151754e6e0b36cee13a38f,ス,83,39,672
71db5590352c88701889826ec6703b85cd7202fb,悟,1,650,1001
71dbf0afc7ddce003c56ee26f31e63804e56d240,落,11,49,85
71ebb21eb4a0c2be2b28d20b1a63140c656277bd,斬,16,24,88
720c3fe272b8ded9e4ae00deb9565ea7e67122b9,尽,24,39,798
721201fe1cf7d9e930e9c5b8ca146b6a057a3197,町,31,29,1
7222d158cb21274841db8da3ed3800a003a333ed,？,73,37,97
725c4e75a7354093b6118ba4d988fbe78e6e5040,w,1,10,213
725cc0c54a0c7cbffd00415bf04bbd1d01d93178,☆,6,641,571
726ba2949b945eeb01018f8427af7c46a01a0335,さ,1,10,240
72785bcbec2b7c86f63153543fe67a39a8d7f2da,せ,126,33,139
72ec18b89d08506e1f353ff552da75f5fcfd10d8,工,7,29,239
72ed2a22cf82e30c2d1eb98d6d96b7792b179ca6,ぜ,1,10,238
730de1a42ec6f1fd5c75eddaabf185d2cc318c40,羅,6,641,518
731081794d3f97bd75812dac3024948279e535d0,靴,7,89,383
733475cec1f7e130f6bbd084ee8215460b72ba7a,結,35,39,36
73363dcad305c2c171812fcaba1d34c4169a66b2,延,1,650,1105
73371b7e19d4c2075f7ce0cf8c195cab3f606283,眼,8,43,160
734e9c621ff17b4d7e7f20e7f9bc86fcd44eac4a,創,28,39,761
736724d50e9933d76450a644451ac4b45d7126bc,メ,79,33,118
738d865d8aa216542ad130bd79dae28cad3bdca5,初,23,77,91
73d4f5de21a2908a5337fa55db63a0eb55eecf5b,あ,148,33,59
73ebdc576cca0c0c799f5b09dcc7c35a257719f7,並,5,29,215
73f4555a0671aaf68996cea433f50694390375f5,各,4,43,320
7412bcad4b7170ed0e56e9bcd25dc9622aa9da28,A,13,49,1248
7413a37eaacf8a3fae10de5393e34dcbc691519f,つ,27,10,173
74bb2d83ee8ac0d69729010514b013c7e72fb180,弄,5,1261,17
74e5cacb3fd57eebf0426b0574ededdb07c68661,わ,141,33,69
74ec07a7fc7913aca4a8e61a259ad9172c697df0,叉,6,641,504
74eef0c4ed63f8921b560ca84407ab0cc2bdaa5f,貴,7,642,285
74f95ea3a5b6811c04ce5ce090551b81349c7319,墓,22,39,520
75363d6634d1b8d74c31c823ed4828de37afd403,訪,25,39,430
754ae4ac48546edc2be58e0de0aa436a3e40ea05,責,26,39,553
75cacc155c6ce62377723c14f9ebb5b5f2f58b19,が,176,24,59
75fff98eb3a93dec1e8a9f308c38d22d38a9afed,離,13,49,153
762c34bbd63f1b55b2bb750a8c8f096ed5ebea5c,煌,7,641,249
764291dbb58409dfe5ce8213b84475f9124167ce,）,30,31,57
764583198f36961e95908f14502dc62f7b928e20,葉,28,35,305
76462ecacfccbb984630448fa888808459fc1479,納,1,650,922
77124429860bde3f80f85da3d0863cb6d08ee605,降,7,29,266
772cdd0136401dce88662f2b47f4dc4926856ad5,扉,23,39,661
77454323564f5db06461dfa5bfe84f6e105befc5,助,7,641,1091
774ac70572e56424b526d43ab840de0c8a5e8a59,姻,1,650,1094
77801eafaff3f3593b23d676b43e06b39a7a9b0c,も,159,33,52
779b671ed7984978fae797ba2093d4b000107b11,究,54,33,220
77aeaa582da4c3e965c57792608dda1b61796974,忘,28,39,436
77c3e200cdf42799848a38427e9fbd2ad6323da6,落,27,35,249
77c3e5d6baa595ba0110ea578605f5547a291198,冥,23,39,577
77c74ced1b66bfc6f28935a1a7c3d8da296485fc,冗,7,79,311
77caa0cd77c983191ef33cb90daeefafb31ddee8,盗,27,39,753
77cde2ecbd2cc3cbf18135c1121d691b650affb9,久,47,39,916
77d31f260d738fd5eab2f43c31ec72d5e7e7c623,理,47,33,300
77dab278c8afd61d036de0832dd57eb3624ede00,歴,3,75,91
77e0d6a0d4f1f366a473119aec06b12264bf9c7e,丘,2,75,109
77eed7daa23efe650af120a20627c1f8b906c15e,f,1,10,217
77ff38831d9e5f549de2eb0ad18bbcf0f3c0f81b,依,4,641,999
7814a308f21ccaac6a4be9072ffceafe3a8ed10a,荒,4,29,297
78214aa15f685d6e7fbc220382d4faa86a7d3407,弱,8,49,188
7848370f9dc12831eb157936f656c283a7534946,変,19,10,107
78c23d555b9d800dbc36b5d2c674a0babe4c0cd0,の,4,10,236
78c958236ed9c9c2a7dbe9e4c9f719c4b46e8ffb,民,16,29,179
78e3075648310f2314aa6afd8aa644ea6990d012,躍,1,650,1189
7909f5076203c2133989dd3d4f6f77cb546f36bf,普,5,43,276
7934e4c334a7c3e079df8eed6720edf1ff8523ab,踏,4,29,242
79401a42f0b2d4e82f8bfb08af523480ce699ba0,近,3,642,145
7988e3ff70e4821750e18a64be7d4f3ded37be1e,奪,5,641,765
79ad6fc7de6e837bddf13d581db10f4c4ffd5793,浪,1,650,888
79f0e2f224b18822112cb555116a1054e9ee194e,去,11,49,254
7a26658421439fa372ef97a53af5d89281e9dec8,M,7,643,99
7a29a942f6f8f375c238f2ff50c4b0a3f7295056,奥,7,63,70
7a40d5ffa1a66c54eeb0f25d3d24c8f8f68baa73,廃,4,29,249
7a63edf7f0ff9cc874e3ee61dffb6e5046849318,眠,3,29,304
7a8a3f0302c84849a5d2cd04dde3e1218082fff4,欲,33,35,170
7a9d56005082bab693833ee3b0fff34ee4529ab3,V,1,10,216
7adf0d4e8664ccd977f460c600209ca2a0316e6f,責,1,650,1173
7b0246a1d28f8f30efbb56a87376d81498375536,頼,58,39,926
7b09ae788a36f4deff00325fc4a47ce9af53392c,記,9,49,40
7b1dddef8a1613ca61952cde31cb5a0d25a8573c,慎,1,650,1250
7b4e95032c857d47320d08ee266fb0c308fe9742,徹,1,650,1259
7b666563248ab8239dd9ad0da1b86fcf3c2fc1e5,負,50,39,763
7b832b3c7dae81d70e31f9b799c0d5d3c51032bd,フ,1,10,285
7b880a185f9cabef15f428b02042060f8b6abf9e,花,23,39,779
7beeabcd3cb292379e03df20699f6d2029dc1dd7,木,24,39,601
