original_jp,original_en,translated,occurrences,containers,notes
コボルトハンマー,Koboldriver,,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
銅のコイン,Copper Coin,Moeda de Cobre,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
銀のコイン,Silver Coin,Moeda de Prata,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
金のコイン,Gold Coin,Moeda de Ouro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
稲妻のコイン,Bolt Coin,Moeda de Raio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
鉄鉱石,Iron Ore,Minério de Ferro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
巨獣の手羽,Gargoyle's Arch,Arco da Gárgula,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
巨獣の翼,Gargoyle's Wings,Asas da Gárgula,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
真紅の羽根,Crimson Feather,Pena Carmesim,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
深緑の羽根,Evergreen Feather,Pena Sempre-Verde,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
純白の飾り羽,Pure White Plume,Pluma Branca Pura,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
藍色の飾り羽,Indigo Plume,Pluma Índigo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
くちばし,Beak,Bico,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
羽毛,Feather,Pena,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
金剛石,Garnet,Granada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
白い花弁,White Flower Petal,Pétala Flor Branca,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
赤い花弁,Red Flower Petal,Pétala Flor Vermelha,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ポイズンシード,Poison Seed,Semente Venenosa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ハームシード,Toxic Seed,Semente Tóxica,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ベラドンナ,Nightshade,Belladonna,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
虫のトゲ,Insect Stinger,Ferrâo de Inseto,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヒートプレート,Hot Plate,Placa Incandescente,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
甲虫の角,Beetle Horn,Chifre de Besouro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
甲虫の殻片,Beetle Shell,Casco de Besouro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブルーバブルコア,Blue Bubble Core,Núcleo de Bolha Azul,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
グリーンバブルコア,Green Bubble Core,Núcleo de Bolha Verde,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ソードホーン,Swordfish Snout,Bico do Peixe-Adaga,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
バンカーホーン,Narwhal Tooth,Dente de Narval,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
海鮮肉,Seafood,Mariscos,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ガスバレル,Gas Ejector,Ejetor de Gás,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ジェットバレル,Jet Ejector,Ejetor a Jato,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レッドバレル,Red Ejector,Ejetor Vermelho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ストーンブリット,Stone Bullet,Bala de Pedra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
貝殻の弾丸,Ammunition Shell,Munição de Casquilho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アーマーピアス,Armor Piercer,Perfurador de Armadura,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
黒真珠,Black Pearl,Pérola Negra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
粘着液,Adhesive,Adesivo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
歩行花の脚,Walkflower Leg,Perna da Flor Andante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
歩行花の根,Walkflower Root,Raiz da Flor Andante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
歩行花のツル,Walkflower Tendril,Tendril da Flor Andante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
歩行花の剣,Walkflower Blade,Lâmina da Flor Andante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ロウの塊,Wax Clump,Pedra de Cera,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
植物の種,Vegetable Seed,Semente de Vegetal,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
仮面の欠片,Mask Fragment,Fragmento de Máscara,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ボーンマスク,Bone Mask,Máscara de Osso,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ダークアミュレット,Dark Amulet,Amuleto Preto,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
カオスフォース,Chaos Force,Força do Caos,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
崩虚珠,Desolation Gem,Gema da Desolação,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
オーラフォース,Aura Force,Força da Aura,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ボーンレリーフ,Bone Relief,Relevo de Osso,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
不死者の書,Tome of Necromancy,Tomo da Necromancia,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ゴーレムアイ,Golem Eye,Olho de Golem,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
偽りの水晶,Counterfeit Crystal,Cristal Contrabandeado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ピクシーキューブ,Pixie Cube,Cubo de Píxie,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ゴーレムハート,Golem Heart,Coração de Golem,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
卑金属,Base Metal,Metal Base,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レッドソウルフレイム,Red Soul Flame,Chama da Alma Vermelha,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブルーソウルフレイム,Blue Soul Flame,Chama da Alma Azul,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
首のない人形,Headless Doll,Fantoche Sem Cabeça,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
氷の宝珠,Ice Jewel,Jóia de Gelo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
雹の宝珠,Hail Jewel,Jóia de Granizo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
穿孔の刻印,Drilling Imprint,Selo de Perfuração,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
貫通の刻印,Piercing Imprint,Selo de Perfurante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
魔鏡の欠片,Mirror Fragment,Fragmento de Espelho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
イビルミラー,Evil Mirror,Espelho Malígno,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
赤銅の聖印,Copper Signet,Selo de Cobre,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
闇の神器,Cask of Offering,Cáscara de Oferenda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
契約の鎖,Pact Chain,Corrente de Pacto,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
デーモンホーン,Demon Horn,Chifre de Demônio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ディアブロホーン,Diablo Horn,Chifre do Diabo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
死者の宝珠,Dead Man's Gem,Gema do Homem Morto,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
愚者の宝珠,Fool's Gem,Gema do Tolo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
漆黒の翼,Jet Black Wing,Asa Jete Negro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
暗黒の翼,Wing of Darkness,Asa das Trevas,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
デモンズブレイズ,Demon's Blaze,Chama do Demônio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヴァンパイアハート,Vampire Heart,Coração de Vampiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
不滅の炎,Eternal Flame,Chama Eterna,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヴァンパイアファング,Vampire Fang,Presa de Vampiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
吸血牙,Bloodsucking Fang,Presa Sanguessuga,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヴァンパイアクロー,Vampire Claw,Garra Vampírica,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
シャープシザーハート,Sharp Scissor Heart,Coração da Tesoura Afiada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
シャープシザーの翼,Sharp Scissor Wing,Asa da Tesoura Afiada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
シザーハンド,Scissorhand,Mão de Tesoura,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
黄水晶,Citrine,Citrino,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
バラの刻印,Rose Imprint,Selo de Rosa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
大ばさみ,Giant Pincers,Pinças Gigantes,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
断岩鋏,Stonecutting Pincers,Pinças Fatiadoras de Pedras,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ガイストコア,Geist Core,Núcleo Espectral,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
グレムリンコア,Gremlin Core,Núcleo de Gremlin,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ビッグラム,Ram's Horn,Chifre de Carneiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブレイクラム,Battering Ram's Horn,Chifre do Aríete de Batalha,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アーマーテイル,Tail Armor,Armadura de Cauda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
蛇腹の装甲,Snakebelly Armor,Armadura da Barriga de Serpente,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
虚ろの殻,Empty Shell,Casco Vazio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
虚無殻,Hollow Shell,Casco Oco,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
らせんの矢じり,Spiral Arrowhead,Ponta de Flecha em Espiral,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
バラカ,Baraka,Baraka,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
魔眼の宝珠,Evil Eye Gem,Gema do Olho Malígno,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
眼珠,Eyeball,Olho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ハートコア,Heart Core,Núcleo de Coração,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
エメラルドハートコア,Emerald Heart Core,Núcleo de Coração Esmeralda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
堅牢骨,Thick Bone,Osso Grosso,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ボーンメイス,Bone Mace,Maça de Osso,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
極硬骨,Bonafide Bone,Osso Genuíno,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
テンタクルス,Tentacles,Tentáculos,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
小鬼の牙,Goblin Tooth,Dente de Goblin,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
悪魔の犬歯,Monsters Canine Tooth,Dente Canino de Monstros,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ドレインウイング,Drainwing,Drena-Asa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スティールウイング,Steelwing,Asa-Aço,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
トリックスターの刻印,Trickster Imprint,Selo do Enganador,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
小悪魔の心臓,Little Devil Heart,Coração do Diabrete,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ポルト酒,Burgundy Flask,Frasco Borgonha,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レギオン,Legion,Legião,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
クリムゾンワスプ,Crimson Wasp,Vespa Carmesim,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
プラチナアイ,Platinum Eye,Olho de Platina,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
大複眼,Big Bugeye,Olho Grande,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ジャイアントアンバー,Giant Amber,Âmbar Gigante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アンバーコア,Amber Core,Núcleo de Âmbar,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ビッグニードル,Big Needle,Agulha Grande,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ランサーニードル,Lance Needle,Agulha Lança,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
王虫の羽,Insect King's Wing,Asa do Inseto Rei,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
藍色の羽,Indigo Wing,Asa Índigo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ロイヤルゼリー,Royal Jelly,Geleia Real,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
真紅の軟骨,Vermillion Cartilage,Cartilagem Carmesim,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
翡翠の軟骨,Verdigris Cartilage,Cartilagem Verdejante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
メイスヘッド,Mace Head,Testa de Maça,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
羊の角,Lamb's Horn,Chifre de Cordeiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
歪んだ角,Warped Horn,Chifre Distorcido,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
シェルシェード,Shell Shade,Sombra da Concha,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
プロテクトシェード,Protection Shade,Sombra da Proteção,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
鷹の刻印,Falcon Imprint,Selo do Falcão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
必中の刻印,Accuracy Imprint,Selo de Acurácia,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
羊の前歯,Lamb's Tooth,Dente de Cordeiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
歪んだ前歯,Warped Teeth,Dentes Distorcidos,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
蘭の銀細工,Silverwork Orchid,Orquídea de Prata Trabalhada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
飛竜の風切骨,Wyvern's Wingbone,Osso de Asa de Serpes,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜胆石,Dragon Gallstones,Pedras Biliares de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜赤胆,Red Dragon Bile,Bíle de Dragão Vermelho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
テイルクロー,Tailclaw,Garra de Cauda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
テイルバンカー,Tailbanger,Chicote de Cauda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
翡翠胆,Green Gallbladder,Vesícula Biliar Verde,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
真竜胆,Draconic Gallstone,Pedras Biliares Dracônicas,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブリリアントピースメーカー,Brilliant Peacemaker,Pacificadora Brilhante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ジェントルカード,Trade Card,Carta de Troca,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
セイクリッドオーパーツ,Sacred O Part,Parte Sagrada de O,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ホーリィスピネル,Sacred Spinel,Espinel Sagrado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
麻の紐,Hemp Laces,Cadarços de Cânhamo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
コアスピネル,Core Spinel,Núcleo de Espinel,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スプリントカッパー,Copper Splint,Tala de Cobre,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
コアエメラルド,Core Emerald,Núcleo de Esmeralda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
コアルビー,Core Ruby,Núcleo de Rubi,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
銀の燭台,Silver Sconce,Candelabro de Prata,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ダークブレスコア,Darkbreath Core,Núcleo de Bafo-Preto,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブラックブレスコア,Blackbreath Core,Núcleo de Bafo-Negro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
翡翠のうろこ,Verdigris Scales,Escamas Verdejantes,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
エレキブレスコア,Electricbreath Core,Núcleo de Bafo-Elétrico,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
サンダーブレスコア,Thunderbreath Core,Núcleo de Bafo-Trovão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ボルトブレスコア,Boltbreath Core,Núcleo de Bafo-Raio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ルビーブレスコア,Ruby Breath Core,Núcleo de Bafo Rubi,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
真紅のうろこ,Vermillion Scales,Escamas Carmesim,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
紅蓮の吐息,Scarlet Exhalation,Exalação Escarlate,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
五色のうろこ,Pentachrome Scales,Escamas Pentacromo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
火炎鉱石,Flare Ore,Minério Ígneo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
緑炎鉱石,Pyrotechnic Ore,Minério Pirotécnico,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ダマスカス鉱,Damascus Ore,Minério de Damascus,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ミスリル鉱,Mithril Ore,Minério de Mítril,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
太陽の宝珠,Solar Jewel,Jóia Solar,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
命の輝石,Augite of Life,Augita da Vida,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アダマンタイト,Adamantite,Adamantita,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
燐鉱,Phosphate Ore,Minério de Fosfato,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜のドクロ,Dragon Skull,Esqueleto de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
屍竜骨,Undead Dragon Bone,Ossos de Dragão Desmorto,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜蛆,Dragonmaggots,Fantoches-Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜甲虫,Dragonfleas,Pulgas de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
腐ったうろこ,Rotted Scales,Escamas Apodrecidas,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
黒ずんだうろこ,Blackened Scales,Escamas Escurecidas,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
虹彩翼,Spectral Wing,Asa Espectral,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
透明翼,Transparent Wing,Asa Transparente,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
黒の竜胆,Black Dragon Gallstone,Pedras Biliares de Dragão Negro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
漆黒の竜鱗,Sable Dragonscales,Escamas de Dragão Sable,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
暗黒殻,Dark Carapace,Carapaça Preta,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜の黒曜爪,Black Dragon Talon,Garra de Dragão Negro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
白銀蝿,Platinum Fly,Mosca de Platina,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
麗人の炎,Noblewoman's Fire,Fogo da Dama,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
麗人の燐光,Noblewoman's Phosphor,Fósforo da Dama,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
麗人の玉,Noblewoman's Ball,Esfera da Dama,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
クリスタルマスク,Crystal Mask,Máscara de Cristal,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ソウルパール,Soul Pearl,Pérola da Alma,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
カッティングクロー,Cutting Claw,Garra Cortante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
神器,Divine Cask,Cáscara Divina,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
聖遺物,Holy Relic,Relíquia Sacra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
純白の腰布,White Loincloth,Tanga Branca,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
英知の宝珠,Wisdom Jewel,Jóia da Sabedoria,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
